date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:59:18	101001/101001	---M--	200	added ('OK')	text/html	date:Sat,%2015%20Sep%202012%2019:58:55%20GMT	http://www.devjoker.com/gru/tutorial-PL-SQL/PLSQ/Tutorial-PL-SQL.aspx	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/gru/tutorial-PL-SQL/PLSQ/Tutorial-PL-SQL.html	(from )
13:59:19	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202012%2019:58:55%20GMT	http://www.devjoker.com/robots.txt		(from )
13:59:19	3202/3202	---M--	200	added ('OK')	text/css	etag:%22adb46499f673cd1:0%22	http://www.devjoker.com/App_Themes/normal/colorbox.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/colorbox.css	(from )
13:59:20	2376/2376	---M--	200	added ('OK')	text/css	etag:%225cac6899f673cd1:0%22	http://www.devjoker.com/App_Themes/normal/jquery.lightbox-0.5.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/jquery.lightbox-0.5.css	(from )
13:59:21	1706/1706	---M--	200	added ('OK')	text/css	etag:%22e89a6799f673cd1:0%22	http://www.devjoker.com/App_Themes/normal/lavalamp.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/lavalamp.css	(from )
13:59:21	22556/22556	---M--	200	added ('OK')	text/css	etag:%22eddc3ab1283cd1:0%22	http://www.devjoker.com/App_Themes/normal/normal.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/normal.css	(from )
13:59:22	5957/5957	---M--	200	added ('OK')	text/css	etag:%2294d36a96dd7fcd1:0%22	http://www.devjoker.com/App_Themes/normal/oldsite.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/oldsite.css	(from )
13:59:22	1190/1190	---M--	200	added ('OK')	text/css	etag:%22adea7999f673cd1:0%22	http://www.devjoker.com/App_Themes/normal/rater.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/rater.css	(from )
13:59:23	2553/2553	---M--	200	added ('OK')	text/css	etag:%22af94366f207fcd1:0%22	http://www.devjoker.com/App_Themes/normal/tipTip.css	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/App_Themes/normal/tipTip.css	(from )
13:59:24	69838/69838	---M--	200	added ('OK')	application/x-javascript	etag:%22f5d13ca0f673cd1:0%22	http://www.devjoker.com/js/lib/jquery-lib.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/lib/jquery-lib.js	(from )
13:59:24	2595/2595	---M--	200	added ('OK')	application/x-javascript	etag:%223374c09ff673cd1:0%22	http://www.devjoker.com/js/lavalamp/jquery.easing.min.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/lavalamp/jquery.easing.min.js	(from )
13:59:25	721/721	---M--	200	added ('OK')	application/x-javascript	etag:%22fa1d09ff673cd1:0%22	http://www.devjoker.com/js/lavalamp/jquery.lavalamp.min.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/lavalamp/jquery.lavalamp.min.js	(from )
13:59:26	23789/23789	---M--	200	added ('OK')	application/x-javascript	etag:%229b583ea0f673cd1:0%22	http://www.devjoker.com/js/lightbox/jquery.lightbox-0.5.min.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/lightbox/jquery.lightbox-0.5.min.js	(from )
13:59:26	23441/23441	---M--	200	added ('OK')	application/x-javascript	etag:%2277f2f49ff673cd1:0%22	http://www.devjoker.com/js/colorbox/jquery.colorbox.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/colorbox/jquery.colorbox.js	(from )
13:59:27	3490/3490	---M--	200	added ('OK')	application/x-javascript	etag:%2244f84a0f673cd1:0%22	http://www.devjoker.com/js/rater/jquery.rater.packed.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/rater/jquery.rater.packed.js	(from )
13:59:28	5283/5283	---M--	200	added ('OK')	application/x-javascript	etag:%22e2254da0f673cd1:0%22	http://www.devjoker.com/js/tipTip/jquery.tipTip.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/tipTip/jquery.tipTip.js	(from )
13:59:29	1818/1818	---M--	200	added ('OK')	application/x-javascript	etag:%2261caec6ac7ccd1:0%22	http://www.devjoker.com/js/comportamientos.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/comportamientos.js	(from )
13:59:29	18666/18666	---M--	200	added ('OK')	application/x-javascript	etag:%22f78c41a0f673cd1:0%22	http://www.devjoker.com/js/tagcanvas/jquery.tagcanvas.min.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/js/tagcanvas/jquery.tagcanvas.min.js	(from )
13:59:32	195682/195682	---M--	200	added ('OK')	application/x-javascript	etag:%229fe181f7135c12d24823a575424fbdc6%22	http://connect.facebook.net/es_ES/all.js	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/connect.facebook.net/es_ES/all.js	(from )
13:59:33	1579/1579	---M--	200	added ('OK')	image/png	etag:%221f2659cf673cd1:0%22	http://www.devjoker.com/images/feeds.png	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/images/feeds.png	(from )
13:59:35	2657/2657	---M--	200	added ('OK')	image/gif	etag:%2298c6c9cf673cd1:0%22	http://www.devjoker.com/images/geeks.gif	C:/My%20Web%20Sites/Tutorial%20PLSQL%20-%20devjoker.com/www.devjoker.com/images/geeks.gif	(from )
